symbol,name,tradeCount,tradedDays,averageTradeReturn,winRate,averageWin,averageLoss,profitLossRatio,compoundedSignalReturn,rollingMomentumTrades,tailMomentumTrades
002083,孚日股份,13,9,0.002660545549842169,0.46153846153846156,0.012281754022840633,-0.005586204569870801,2.1985865124027653,0.03409604660547161,12,1
002487,大金重工,9,8,0.003788170489989732,0.3333333333333333,0.01927410777083327,-0.003954798150432037,4.873600886236809,0.033612867435219185,9,0
600362,江西铜业,10,6,0.003316594942063545,0.5,0.010219162910872926,-0.003585973026745836,2.8497601166137363,0.03336618047464035,9,1
002044,美年健康,8,6,0.00408380998433959,0.5,0.014085649693915181,-0.0059180297252360015,2.380124863829316,0.03247180530946636,8,0
301683,慧谷新材,5,4,0.006166827396237684,0.8,0.008480608334410111,-0.003088296356452024,2.7460474499775733,0.0311284927791311,5,0
002497,雅化集团,14,10,0.002220173561789845,0.5,0.011807701434199593,-0.0073673543106199035,1.60270579320164,0.0305544101033417,14,0
000830,鲁西化工,16,12,0.0019537897460390474,0.375,0.012307062803751934,-0.004258174088588684,2.890220678561066,0.03028332417803692,15,1
002957,科瑞技术,6,4,0.00492025154878134,0.5,0.014745144624731124,-0.004904641527168445,3.006365407757703,0.029528900119038193,6,0
605090,九丰能源,10,7,0.002913104483547524,0.5,0.010716916152721878,-0.004890707185626829,2.191281494876148,0.029057193228210876,8,2
600050,中国联通,5,3,0.005725682087962537,0.6,0.012575987591074589,-0.004549776166705543,2.7640892936895316,0.028651838152760956,5,0
002683,广东宏大,13,9,0.002182924159898429,0.6153846153846154,0.005278523068308505,-0.002770034093557693,1.9055805416203504,0.02854830924585916,12,1
002128,电投能源,13,8,0.0021919148160416146,0.46153846153846156,0.008966634635738546,-0.003614987886555755,2.48040516790823,0.028505579990588226,13,0
600850,电科数字,5,3,0.005499231889888835,0.4,0.016516682483854073,-0.001845735172754658,8.948565713901326,0.027587597608222048,5,0
300740,水羊股份,7,5,0.003912190025072466,0.5714285714285714,0.010797844175513216,-0.005268682175515201,2.049439274529279,0.027374040220767837,7,0
600711,盛屯矿业,14,8,0.001977509568763343,0.5714285714285714,0.008821565043167917,-0.007147897730442758,1.2341481895574755,0.027316487529916333,14,0
600547,山东黄金,12,10,0.002289573858900412,0.6666666666666666,0.007876906614193185,-0.008885091651685134,0.8865307104287734,0.027285681411087337,11,1
002440,闰土股份,11,8,0.0024538777675115835,0.6363636363636364,0.005769748543588756,-0.00334889609062347,1.7228807306811933,0.02714671167156668,10,1
301363,美好医疗,15,10,0.0018398238390875399,0.5333333333333333,0.009770902617556948,-0.007224266193448926,1.352511432429961,0.02711697439866745,14,1
600499,科达制造,16,12,0.0017039997309517899,0.625,0.006566108904968138,-0.006399515559075457,1.0260321807728754,0.02706954317173582,16,0
603876,鼎胜新材,9,6,0.002948577142758634,0.5555555555555556,0.010416606364285009,-0.006386459384149334,1.6310455821794103,0.026285084409349402,9,0
603733,仙鹤股份,11,8,0.0024377649800577965,0.6363636363636364,0.010171748378162529,-0.011096705966625486,0.9166457513387427,0.02622516112930251,11,0
300139,晓程科技,8,4,0.003167794561100487,0.75,0.006049996776970971,-0.005478812086510964,1.1042533822005476,0.025489621999618794,7,1
