instrumentKey,market,symbol,name,industry,tradeDate,open,high,low,close,previousClose,volume,amount,turnoverRatePct,totalMarketCap,floatMarketCap,peTtm,pb,psTtm,volumeRatio,year
4096,SH,600617,国新能源,燃气,2000-01-04,11.4,11.87,11.4,11.8,11.46,96900,1133569,1.076667,1972898640,106200000,3716.079222,6.999221,7.413652,1.82,2000
4097,SH,600618,氯碱化工,化学原料,2000-01-04,9.44,9.44,9.25,9.39,9.19,104600,976601,0.413403,9940450908.3,237587658,124.591054,3.261332,4.902147,1.39,2000
4098,SH,600619,海立股份,家电行业,2000-01-04,9.33,9.55,9.28,9.55,9.33,52100,492025,0.256903,4035665291.15,193674000,-548.867213,4.126362,2.795248,1.19,2000
4099,SH,600620,天宸股份,综合行业,2000-01-04,9.46,9.73,9.4,9.7,9.46,299800,2876558,0.372582,2587710952.5,780515223.9,26.417759,6.73382,16.307341,0.93,2000
4100,SH,600621,华鑫股份,证券,2000-01-04,10.6,10.98,10.54,10.81,10.57,291600,3146816,0.269024,4357946318.7,1171714233.76,29.40348,7.494318,9.095767,1.56,2000
4101,SH,600622,光大嘉宝,房地产开发,2000-01-04,8,8.15,7.8,8.13,7.9,222500,1787166,0.333007,2712885952.17,543210006.87,46.967075,2.746032,11.885975,1.13,2000
4102,SH,600623,华谊集团,化学原料,2000-01-04,9.05,9.18,8.97,9.16,9.02,107400,975927,0.469406,8147524333.52,209580800,-118.431649,3.456747,1.808405,1.5,2000
4103,SH,600624,ST复华,综合行业,2000-01-04,13.98,14.8,13.79,14.54,13.78,3629500,52598282,3.876633,2946890341.56,1361308488.72,152.473048,5.744123,12.652408,3.76,2000
4104,SH,600625,PT水仙,专用设备,2000-01-04,7.11,7.15,6.75,7.15,7.1,252773,1752033,1.440358,1690267150,125477580.8,-11.158866,8.315124,7.743408,1.97,2000
4105,SH,600626,申达股份,汽车零部件,2000-01-04,8.85,8.99,8.62,8.97,8.77,896482,7944753,0.893409,2479154577.12,900085680,26.978912,3.223522,1.206986,1.56,2000
4106,SH,600627,上电股份,电网设备,2000-01-04,10.19,10.5,10,10.37,10.5,439526,4506196,0.861816,5371301198,528870000,472.885984,6.590511,0,2.78,2000
4107,SH,600628,新世界,商业百货,2000-01-04,8.6,8.83,8.6,8.83,8.65,360000,3152890,0.573087,1668062381.71,554679743.54,32.636145,3.622305,0.901237,1.7,2000
4108,SH,600629,华建集团,工程咨询服务,2000-01-04,7.38,7.55,7.25,7.5,7.28,168174,1245731,0.341358,1135331070,369496695,60.032951,5.112566,94.863422,0.97,2000
4109,SH,600630,龙头股份,纺织服装,2000-01-04,8.18,8.48,8,8.38,8.16,1253085,10303075,0.852439,3144194050.52,1231860000,25.253361,2.453969,1.907272,1.46,2000
4110,SH,600631,百联股份,商业百货,2000-01-04,9.7,9.94,9.58,9.91,9.78,1116505,10936835,0.763289,5250906336.88,1449591037.44,33.79852,2.895434,0,0.97,2000
4111,SH,600632,华联商厦,商业百货,2000-01-04,7.23,7.45,7.22,7.45,7.23,349086,2577776,0.364604,2865284922.35,713292129.5,31.693329,3.27681,0,1.62,2000
4113,SH,600634,退市富控,互联网服务,2000-01-04,10.85,11.33,10.71,11.19,10.85,235166,2596361,0.590725,975849496.77,445470957.03,163.635588,5.479915,5.043279,1.44,2000
4114,SH,600635,大众公用,燃气,2000-01-04,9.08,9.42,9.08,9.37,9.1,648791,6023165,0.313162,4461802289.8,1941222628.8,34.219004,3.971599,10.749364,0.89,2000
4115,SH,600636,退市国化,教育,2000-01-04,11.51,12.02,11.3,11.87,11.45,447804,5277469,0.996715,1377679680,533295360,59.930535,6.569462,4.42315,2.42,2000
4116,SH,600637,东方明珠,文化传媒,2000-01-04,17.03,18.6,16.84,18.18,16.93,1839347,33256247,3.327484,11185864519.86,1004943477.42,90.660708,9.817744,4.992564,2.86,2000
4117,SH,600638,新黄浦,房地产开发,2000-01-04,13.82,14.48,13.68,14.27,13.82,205520,2881142,0.249948,7396246226.98,1173352005.76,95.302201,4.405955,19.440789,1.78,2000
4118,SH,600639,浦东金桥,房地产开发,2000-01-04,10.9,11.18,10.8,11.17,10.88,299180,3304952,0.306851,7086248000,1089075000,220.457536,3.827637,17.021901,1.24,2000
4119,SH,600640,国脉文化,文化传媒,2000-01-04,14.48,15.75,14.48,15.6,14.52,728957,11224011,1.708693,5692170120,665521942.8,43.935875,4.681301,11.343776,3.64,2000
4120,SH,600641,先导基电,半导体,2000-01-04,20,20.4,19.6,20.4,19.99,317383,6310442,0.672787,5360332723.2,962357760,43.613114,8.514626,13.325945,1.59,2000
4121,SH,600642,申能股份,电力行业,2000-01-04,11.95,12.27,11.75,12.15,12.1,813092,9843456,0.503924,19842016393.35,1960426800,13.841897,2.963697,181.717406,0.92,2000
4122,SH,600643,爱建集团,多元金融,2000-01-04,10.3,10.74,10,10.53,10.43,471894,4921455,0.185322,4410040237.2,2681301853.62,36.76099,2.197368,5.880602,1.25,2000
4123,SH,600644,乐山电力,电力行业,2000-01-04,7,7.12,6.85,7.11,6.89,282709,1982168,0.351296,1107989068.32,572184232.02,45.627598,2.352951,4.556416,1.87,2000
4124,SH,600645,中源协和,生物制品,2000-01-04,11.18,11.5,10.71,11.3,11.2,204311,2303231,0.591178,1765822693.5,390528000,169.183536,4.338518,12.569562,1.4,2000
4126,SH,600647,退市同达,贸易行业,2000-01-04,13.32,13.43,13.13,13.4,13.32,109177,1448861,0.51989,717124450,281400000,-139.511795,12.167339,3.748176,0.68,2000
4127,SH,600648,外高桥,房地产开发,2000-01-04,17.55,18.2,17.14,18.09,17.58,700906,12431755,3.267627,12252809250,388030500,113.315841,8.496717,-1037.428346,2.49,2000
4128,SH,600649,城投控股,房地产开发,2000-01-04,7.39,7.54,7.3,7.54,7.39,1197682,8904046,0.468557,12916671267.5,1927306005.04,28.458155,2.925355,14.362315,0.68,2000
4129,SH,600650,锦江在线,铁路公路,2000-01-04,7.95,8.13,7.81,8.13,7.95,143322,1151303,0.377004,4076900157.42,309070080,1445.45299,2.697107,21.716072,1.37,2000
4130,SH,600651,飞乐音响,光学光电子,2000-01-04,13.05,13.75,12.95,13.48,12.98,1740100,23443101,1.178623,1990165632,1990165632,101.26606,11.472803,13.083037,2.7,2000
4131,SH,600652,退市游久,互联网服务,2000-01-04,10.41,10.75,10.24,10.65,10.34,1925600,20420950,0.992122,2067047850,2067047850,56.503493,8.805712,8.817188,1.61,2000
4132,SH,600653,申华控股,汽车服务,2000-01-04,11.5,11.8,11.45,11.8,11.43,1572900,18317525,0.430719,4309128720,4309128720,66.998236,6.482333,15.98347,0.45,2000
4133,SH,600654,中安科,软件开发,2000-01-04,8.78,9.21,8.75,9.15,8.74,1515100,13780127,0.545953,3429173865,2539257675,42.227914,5.011402,6.605537,1.77,2000
4134,SH,600655,豫园股份,珠宝首饰,2000-01-04,7.71,7.88,7.05,7.87,7.71,835200,6477908,1.046201,3373679569.1,628275510.48,25.897967,2.32433,0.961779,4.41,2000
4135,SH,600656,退市博元,商业百货,2000-01-04,11.5,11.96,11.4,11.85,11.49,560572,6603849,1.356696,1104638525.85,489629071.65,123.686551,8.225255,2.273784,1.44,2000
4137,SH,600658,电子城,房地产服务,2000-01-04,7.25,7.79,7.25,7.62,7.21,766123,5859873,0.848194,1272716143.92,688268880,-39.329349,4.177221,9.224826,3.33,2000
4138,SH,600659,*ST花雕,食品饮料,2000-01-04,9.05,9.3,8.95,9.3,9,90356,828519,0.283819,1152016054.2,296072568,26.9001,5.396604,7.198819,1.26,2000
4140,SH,600661,昂立教育,教育,2000-01-04,17.3,18.47,17.1,18.2,17.58,1613453,29057435,6.338359,2634098521.6,463287825,251.96244,9.875208,16.655294,6.06,2000
4141,SH,600662,外服控股,专业服务,2000-01-04,9,9.15,8.9,9.05,8.9,288221,2609262,0.24698,2542510620,1056119796,25.567004,3.36177,5.777046,1.06,2000
4142,SH,600663,陆家嘴,房地产开发,2000-01-04,13.1,13.42,12.97,13.35,13.19,374207,4961787,0.233116,24933581400,2142995400,1891.409773,6.042163,46.787637,1.36,2000
4143,SH,600664,哈药股份,化学制药,2000-01-04,7.98,8.68,7.95,8.5,7.95,3130593,26366639,1.287209,3832313034.5,2067267150,22.757149,2.240219,1.134263,3.36,2000
4144,SH,600665,天地源,房地产开发,2000-01-04,7.2,7.43,7.14,7.41,7.14,1169861,8516543,1.061098,5335956568.41,816952500,466.796584,3.964396,6.01633,1.77,2000
4145,SH,600666,奥瑞德,光学光电子,2000-01-04,7.66,7.96,7.62,7.9,7.64,242942,1904689,0.420375,1175464486.7,456554185.1,48.514163,4.361861,4.136746,1.31,2000
4146,SH,600667,太极实业,工程建设,2000-01-04,5.36,5.52,5.31,5.45,5.37,652007,3542418,0.343813,2010054726.45,1033538000,21.142244,1.945754,2.91037,1.42,2000
4147,SH,600668,尖峰集团,水泥建材,2000-01-04,6.4,6.66,6.19,6.5,6.4,1730515,11243630,1.637117,1952984403.5,687082500,36.266982,3.81124,2.999096,1.51,2000
4148,SH,600669,*ST鞍成,化学原料,2000-01-04,10.43,10.65,10.2,10.55,10.4,1499657,15701260,1.008861,2449402277.6,1568241675,16.972139,6.533895,8.738187,1.02,2000
4149,SH,600670,*ST斯达,化学制药,2000-01-04,7.15,7.27,7,7.25,7.12,1183913,8442291,1.37581,1017419209,623877456.75,68.722863,10.601644,-266.689586,1.21,2000
4150,SH,600671,天目药业,中药,2000-01-04,10.1,10.49,10.1,10.47,10.3,536272,5533764,0.855262,1275022235.16,656496640.8,53.519337,5.637647,9.337186,1.19,2000
4152,SH,600673,东阳光,综合行业,2000-01-04,7.22,7.84,7.22,7.76,7.49,218564,1686442,0.479939,859764497.44,353390400,-19.94534,4.268053,8.821014,0.73,2000
4154,SH,600675,中华企业,房地产开发,2000-01-04,8.05,8.46,8.05,8.4,8.01,264215,2199906,0.332815,3254752208.4,666858721.2,33.806126,2.896933,10.398425,1.86,2000
4155,SH,600676,交运股份,汽车零部件,2000-01-04,12.05,12.14,11.95,12.1,11.93,98050,1182648,0.419017,1439438457.6,283140000,38.551262,7.494403,7.576788,1.75,2000
4156,SH,600677,*ST航通,贸易行业,2000-01-04,9.19,9.85,9.17,9.64,9.19,2368709,22759000,2.219834,2418693467.68,1028651624,50.644552,5.310511,2.083863,1.12,2000
4157,SH,600678,ST金顶,水泥建材,2000-01-04,5.7,5.75,5.59,5.73,5.63,165160,938539,0.172042,1333141800,550080000,65.581559,2.045806,5.847404,1.2,2000
4158,SH,600679,上海凤凰,交运设备,2000-01-04,8.58,8.86,8.4,8.85,8.58,147494,1277237,0.559141,4109256815.4,233451495,-20.436152,4.667885,4.317979,1.42,2000
4159,SH,600680,*ST上普,电子元件,2000-01-04,12.1,12.6,11.98,12.5,12.06,244512,3039335,0.905633,3811566712.5,337487525,-385.713171,7.279308,8.427087,2.9,2000
4160,SH,600681,百川能源,燃气,2000-01-04,10.25,11.11,10.25,11,10.21,653168,7051708,1.027323,1525832220,699375600,70.378683,3.86636,5.082667,2.52,2000
4161,SH,600682,南京新百,商业百货,2000-01-04,8.28,8.8,8.23,8.69,8.49,3098677,26864396,3.59517,1661322316.39,748991100,24.09007,2.89412,1.291321,4.55,2000
4162,SH,600683,京投发展,房地产开发,2000-01-04,6.06,6.08,5.71,6.05,6.1,1260729,7482008,1.834061,1205485054.4,415875535.9,-9.457969,2.566905,1.690017,3.21,2000
4163,SH,600684,珠江股份,房地产服务,2000-01-04,7.15,7.32,7.07,7.28,7.1,152920,1103444,0.211661,1361646664.56,525961800,46.506547,1.969645,46.21594,1,2000
4164,SH,600685,中船防务,船舶制造,2000-01-04,4.7,4.88,4.68,4.82,4.7,645730,3099001,0.510707,2384345935.6,609433570,81.18857,1.726627,1.165738,1.6,2000
4165,SH,600686,金龙汽车,汽车整车,2000-01-04,6.6,6.8,6.55,6.78,6.67,144707,969173,0.251322,1027288785.6,390381552,18.109241,3.595069,2.114082,1.59,2000
4167,SH,600688,上海石化,石油行业,2000-01-04,3.6,3.69,3.55,3.67,3.54,4249789,15445986,0.590248,26424000000,2642400000,59.019821,2.061344,2.108009,2.62,2000
4168,SH,600689,上海三毛,纺织服装,2000-01-04,10.95,11.23,10.65,11.18,10.92,1140694,12568984,2.236655,1671936913.4,570180000,52.707009,3.716376,6.474621,1.19,2000
4170,SH,600691,潞化科技,化肥行业,2000-01-04,11,11.28,10.8,11.1,11,513610,5635512,1.546273,857746938.9,368697600,-20.687122,8.050609,14.700743,0.58,2000
4171,SH,600692,亚通股份,房地产开发,2000-01-04,12.94,13.23,12.51,13.1,12.7,234400,3002422,0.930159,1655829100.8,330120000,45.946659,5.189218,11.330474,2.73,2000
4172,SH,600693,东百集团,商业百货,2000-01-04,7.9,8.15,7.83,8.12,7.96,226697,1822963,0.422796,1071910562.8,435382301.2,28.232997,2.698681,1.927194,1.35,2000
4173,SH,600694,大商股份,商业百货,2000-01-04,6.08,6.22,5.98,6.18,6.07,315293,1932428,0.26652,1397667508.38,731094000,28.54651,1.743712,1.351719,1.86,2000
4174,SH,600695,退市绿庭,证券,2000-01-04,8.63,9.08,8.6,9.05,8.64,178342,1585014,0.694585,6120566548.8,232368207.25,-58.59575,6.576937,3.027774,1.74,2000
4175,SH,600696,退市岩石,酿酒行业,2000-01-04,5.22,5.35,5.11,5.31,5.2,179701,946904,0.244496,1391079285,390276504,-29.847636,2.931938,10.074957,0.7,2000
4176,SH,600697,欧亚集团,商业百货,2000-01-04,12,12.46,11.81,12.28,11.98,113212,1379266,0.192537,1507212644.08,722066456,38.426544,3.540988,4.583257,0.44,2000
4177,SH,600698,湖南天雁,汽车零部件,2000-01-04,5.1,5.31,5.1,5.22,5.15,283169,1470254,0.123262,5072887036.8,1199187990,22.728366,1.662439,3.28692,0.9,2000
4178,SH,600699,均胜电子,汽车零部件,2000-01-04,8.18,8.34,8.11,8.32,8.1,288442,2374077,0.480806,1101814305.28,499128115.2,76.023609,4.656604,11.503604,0.87,2000
4179,SH,600700,*ST数码,软件开发,2000-01-04,12.98,13.28,12.8,13.16,12.98,221877,2881190,0.431696,1743367710,676378861.2,34.875446,7.918457,3.057213,0.84,2000
4180,SH,600701,退市工新,软件开发,2000-01-04,11.32,11.8,11.18,11.67,11.23,864425,10034544,0.568327,3782141596.56,1775007000,45.405438,5.211902,9.792003,3.68,2000
4183,SH,600704,物产中大,物流行业,2000-01-04,12.5,13.5,12.32,13.31,12.5,3653510,47886842,4.273111,3422715946.65,1138005000,41.036717,4.123638,1.005121,3.95,2000
4185,SH,600706,曲江文旅,旅游酒店,2000-01-04,12.31,13.19,12.24,12.95,12.24,482891,6233464,2.106952,1130968060.95,296800208.25,-328.09917,5.169065,4.151568,3.22,2000
4186,SH,600707,彩虹股份,光学光电子,2000-01-04,11.25,12.49,11.25,12.49,11.35,4898667,60387546,4.433343,4496400000,1380095040,36.006851,5.317319,3.896719,7.51,2000
4187,SH,600708,光明地产,房地产开发,2000-01-04,9.3,9.47,9.1,9.39,9.5,692960,6450483,0.800481,2234208222.72,812873520,227.237747,4.993477,12.650073,0.33,2000
4188,SH,600709,ST生态,农牧饲渔,2000-01-04,12.79,13.35,12.73,13.29,12.97,1129988,14781589,0.565895,5927861233.8,2653769261.4,12.077223,3.997119,3.464024,1.37,2000
4189,SH,600710,苏美达,贸易行业,2000-01-04,6.15,6.3,6.08,6.28,6.25,175915,1093704,0.293192,1036200000,376800000,174.954947,2.233869,2.723591,1.05,2000
4190,SH,600711,盛屯矿业,能源金属,2000-01-04,12.27,12.57,11.97,12.48,12.28,80929,995372,0.535422,753292800,188635200,626.596097,10.503312,22.734232,0.87,2000
4191,SH,600712,南宁百货,商业百货,2000-01-04,13.49,13.5,12.56,13.5,12.95,423684,5622199,1.074707,1220670000,532213537.5,61.102033,3.61215,3.176715,1.98,2000
4192,SH,600713,南京医药,医药商业,2000-01-04,9.22,9.48,9.18,9.48,9.32,118671,1109913,0.227826,1841591587.68,493798032,30.805446,4.10583,1.768697,1.3,2000
4193,SH,600714,金瑞矿业,化学原料,2000-01-04,8.4,8.68,8.25,8.65,8.33,296502,2525469,1.186079,810937500,216237025,-277.251643,4.574045,6.355226,0.94,2000
4194,SH,600715,文投控股,游戏,2000-01-04,8.4,8.57,8.22,8.3,8.3,244568,2033470,0.385997,1163328000,525888000,-14.783117,4.946308,62.55785,0.71,2000
4195,SH,600716,凤凰股份,房地产开发,2000-01-04,5.41,5.58,5.37,5.58,5.48,352327,1930212,0.435088,1807920000,451859472,154.45535,3.394895,7.624051,1.1,2000
4196,SH,600717,天津港,航运港口,2000-01-04,8.89,9.13,8.88,9.1,8.9,242186,2180148,0.263317,3084835899.6,836972136,28.704409,2.553429,6.271705,1.19,2000
4197,SH,600718,东软集团,互联网服务,2000-01-04,32,33.8,31.63,33.71,32,1604248,53381611,1.89606,7298258823,2852187593.4,69.741284,11.740134,12.741397,2.01,2000
4198,SH,600719,大连热电,电力行业,2000-01-04,8.58,8.74,8.46,8.72,8.64,235401,2037886,0.309779,1764054256,662633148.8,35.706962,2.631601,6.754952,1.02,2000
4199,SH,600720,中交设计,工程咨询服务,2000-01-04,8.4,8.8,8.38,8.68,8.42,526326,4555399,1.082931,1091705195.84,421865360,30.779136,3.373072,4.796646,2.05,2000
4200,SH,600721,百花医药,医疗服务,2000-01-04,8,8.38,7.82,8.28,8.1,213331,1745100,0.45877,784955260.8,385025050.8,-16.693255,3.301284,7.164794,1.22,2000
4201,SH,600722,金牛化工,化学原料,2000-01-04,14.52,15.23,14.52,15.15,14.76,697817,10486682,0.697817,5944860000,1515000000,67.10029,9.004659,13.421552,0.81,2000
4202,SH,600723,首商股份,商业百货,2000-01-04,6.02,6.56,5.96,6.53,6,1743193,11215629,1.218889,2377335099.04,933887297,26.446548,2.626837,1.328801,8.59,2000
4203,SH,600724,宁波富达,房地产开发,2000-01-04,13.42,13.68,12.93,13.68,13.4,127440,1719868,0.439257,1402504133.76,396892915.2,56.270238,5.711247,6.467391,5.42,2000
4204,SH,600725,云维股份,煤炭行业,2000-01-04,10,10.28,9.7,10.15,9.95,334270,3326276,0.891748,1116500000,380470720,-41.3053,3.398739,8.684499,0.66,2000
4205,SH,600726,华电能源,电力行业,2000-01-04,9.85,10.05,9.71,10.02,9.82,167437,1671919,0.279062,5888820132,601200000,24.63116,3.595714,7.110758,1.73,2000
4206,SH,600727,鲁北化工,化学原料,2000-01-04,19,19.38,18.8,19.34,18.9,524867,10076700,0.448604,6440220000,2262780000,23.781187,6.128114,8.730295,3.09,2000
4207,SH,600728,佳都科技,软件开发,2000-01-04,14.86,15.78,14.86,15.68,15.15,1408072,21647538,2.256526,2970735622.4,978432000,59.242407,7.081804,5.475943,2.83,2000
4208,SH,600729,重百集团,商业百货,2000-01-04,14.7,14.75,14.48,14.65,14.7,565995,8281998,1.109794,2988600000,747150000,50.32826,7.829464,1.903519,0.52,2000
4209,SH,600730,*ST高科,教育,2000-01-04,14.5,15.13,14.36,14.96,14.66,934395,13959713,1.712143,2612016000,816435866.4,-70.931634,11.076386,13.556717,3.33,2000
4210,SH,600731,湖南海利,农药兽药,2000-01-04,11.78,12.1,11.4,12,11.78,403518,4776335,1.061191,1688584956,456300000,56.310258,5.70102,5.18221,0.7,2000
4213,SH,600734,*ST实达,互联网服务,2000-01-04,12.9,13.65,12.61,13.52,12.8,1766142,23705973,1.611777,4753069486.88,1481485434,108.551934,6.709425,2.793346,6,2000
4214,SH,600735,ST新华锦,纺织服装,2000-01-04,8.65,8.91,8.52,8.81,8.61,241198,2108264,0.572614,771511522.5,371097022.5,31.680759,3.988536,3.00681,0.94,2000
4215,SH,600736,苏州高新,房地产开发,2000-01-04,13.09,13.45,13,13.4,13.09,327092,4347124,0.281733,5663376000,1555740000,21.365896,6.280106,8.520182,2.39,2000
4216,SH,600737,中粮糖业,食品饮料,2000-01-04,16.78,16.9,16.6,16.82,16.72,1257403,21130388,1.928828,2896404000,1096495800,33.414262,6.202598,11.690677,1.51,2000
4217,SH,600738,丽尚国潮,商业百货,2000-01-04,9.09,9.34,9,9.32,9.1,275094,2542401,0.419172,1092290579.2,611652960,53.411701,3.158661,1.779227,0.58,2000
4218,SH,600739,辽宁成大,贸易行业,2000-01-04,22.39,23.2,22.22,23,22.49,141851,3242763,0.261043,3163420000,1249820000,45.729825,6.134054,2.827204,2.21,2000
4219,SH,600740,山西焦化,煤炭行业,2000-01-04,9.79,10.2,9.61,9.99,9.85,1660195,16638233,2.554226,1814184000,649329820.2,39.255104,4.462633,6.75243,1.09,2000
4221,SH,600742,富维股份,汽车零部件,2000-01-04,10.1,10.28,9.95,10.23,10.07,328096,3318238,0.381529,1874084850,879728850,23.590695,4.039279,2.718905,1.11,2000
4222,SH,600743,华远控股,房地产服务,2000-01-04,7.44,7.65,7.32,7.54,7.26,279317,2097612,0.357183,2358512000,589628000,41.569611,4.004908,4.081846,2.01,2000
4223,SH,600744,华银电力,电力行业,2000-01-04,7.68,7.85,7.51,7.74,7.7,486766,3763884,0.219501,4993228800,1716422400,23.248652,4.090786,3.484957,1.11,2000
4225,SH,600746,江苏索普,化学原料,2000-01-04,13.5,13.5,13.09,13.35,13.5,918510,12132107,2.191233,2089914331.5,559598625,90.477287,9.283636,10.131724,2.62,2000
4226,SH,600747,退市大控,贸易行业,2000-01-04,11.95,11.97,11.52,11.86,12.1,1096090,12981610,1.112624,2941594290,1168376040,38.145933,4.513339,0,0.73,2000
4227,SH,600748,上实发展,房地产开发,2000-01-04,5.18,5.35,5.18,5.34,5.21,342546,1808569,0.218224,3137472373.62,838219912.14,31.731639,2.86809,10.008359,1.19,2000
4228,SH,600749,西藏旅游,旅游酒店,2000-01-04,11.65,11.88,11.5,11.76,11.54,239555,2790665,0.998146,940800000,282240000,202.45768,7.902768,25.675238,0.65,2000
4229,SH,600750,华润江中,中药,2000-01-04,12.95,13.43,12.43,13.43,12.98,1171043,15110749,1.877219,1962284160,837787574,31.639592,6.272407,15.129518,1.15,2000
4230,SH,600751,海航科技,航运港口,2000-01-04,8.24,8.34,8.1,8.34,8.18,285048,2348145,0.357889,3886440000,664255980,39.696773,5.049369,10.28829,1.55,2000
4231,SH,600752,*ST哈慈,化学制药,2000-01-04,9.03,9.23,8.8,9.23,9,838534,7535133,0.678316,2781331261.54,1141012387.71,33.516634,4.166261,15.412831,2.4,2000
4232,SH,600753,ST海钦,贸易行业,2000-01-04,13.1,14.22,12.5,14.22,12.93,1003150,13980137,3.134844,1820160000,455040000,78.125236,6.921318,16.30167,3.18,2000
4234,SH,600755,厦门国贸,贸易行业,2000-01-04,9.8,10.1,9.8,10.04,9.79,459518,4589217,0.361911,1989124800,1274778960.64,198.307755,2.470149,0.702127,1.43,2000
4235,SH,600756,浪潮软件,互联网服务,2000-01-04,9.65,10.02,9.5,9.91,9.65,301804,2964373,0.65925,1091558752,453678531.52,33.755948,4.996481,17.117185,2.05,2000
4236,SH,600757,长江传媒,文化传媒,2000-01-04,11.95,13.05,11.88,13.05,11.86,4006761,51912067,6.86234,2796273090,761959224,43.463775,3.930688,1.971922,5.1,2000
4237,SH,600758,辽宁能源,煤炭行业,2000-01-04,6.78,6.95,6.7,6.93,6.8,473468,3237947,0.769522,1107103536,426385713.6,-19.31185,2.766725,3.924482,0.78,2000
4238,SH,600759,ST洲际,石油行业,2000-01-04,5,5.07,4.93,5.05,4.94,550552,2746781,0.796056,1053187468.7,349257868.7,-10.119061,8.156113,15.004419,1.06,2000
4240,SH,600761,安徽合力,工程机械,2000-01-04,7.43,7.68,7.35,7.66,7.4,203420,1527320,0.325994,1385356960,477984000,27.911156,2.83469,3.753708,1.32,2000
4241,SH,600762,S*ST金荔,农牧饲渔,2000-01-04,10.6,11.66,10.6,11.66,10.6,861234,9806424,3.185037,770026400,315286400,-10.886401,10.737803,12.702367,1.47,2000
4243,SH,600764,中国海防,计算机设备,2000-01-04,8.52,8.73,8.5,8.7,8.52,119318,1029284,0.203287,1593680424.6,510642080.4,41.346577,4.095868,4.169022,1.69,2000
4244,SH,600765,中航重机,航天航空,2000-01-04,7.94,8.18,7.65,8.18,7.94,213361,1703973,0.618925,908241760,281987994.8,-3037.092016,4.577384,21.590143,0.99,2000
4245,SH,600766,退市园城,综合行业,2000-01-04,12,12.34,11.88,12.32,12,101653,1235054,0.30417,1313334176,411731936,3136.94811,5.77416,2.932089,1.38,2000
4246,SH,600767,退市运盛,医药商业,2000-01-04,7.52,7.96,7.5,7.96,7.7,523380,4084090,0.811488,1809627363.16,513391113.16,164.945499,2.979682,8.005687,1.41,2000
4247,SH,600768,宁波富邦,有色金属,2000-01-04,15.18,16.5,15.01,16.5,15,1524211,24689684,5.696111,1532520000,441520200,98.480572,9.761092,9.634526,2.11,2000
4248,SH,600769,祥龙电业,工程建设,2000-01-04,7.85,8.2,7.63,8.2,7.85,332441,2658740,0.380541,2860291200,716352000,37.682271,3.21784,7.825688,1.65,2000
4249,SH,600770,综艺股份,综合行业,2000-01-04,26.4,28.82,26.2,28.82,26.2,5411683,151699378,5.466346,7781400000,2853180000,82.509521,16.543503,23.292767,1.61,2000
4250,SH,600771,广誉远,中药,2000-01-04,24.3,24.7,24.01,24.05,24.3,143030,3472710,0.578786,2247315694,594324802.5,383.484132,10.624149,13.62783,0.65,2000
4251,SH,600772,S*ST龙昌,石油行业,2000-01-04,15.05,15.05,14.6,14.85,15.13,311263,4616032,0.492661,3370653000,938223000,38.377694,8.02317,8.933967,0.44,2000
4252,SH,600773,西藏城投,房地产开发,2000-01-04,10.3,10.57,10.08,10.57,10.23,194229,2012320,0.674279,939918224,304473532.51,40.129256,4.491946,9.555031,1.43,2000
4253,SH,600774,汉商集团,化学制药,2000-01-04,11.58,12.1,11.36,11.85,11.6,94125,1111301,0.354893,1024788000,314286648,65.124399,3.194139,1.140264,0.79,2000
4254,SH,600775,南京熊猫,通信设备,2000-01-04,11,11.19,10.93,11.09,11.1,626392,6914276,1.082338,7264116350,641822648.91,-17.58629,14.774376,5.399247,0.81,2000
4255,SH,600776,东方通信,通信设备,2000-01-04,20.2,22.1,19.8,21.5,20.29,1094382,23090551,1.82397,12255000000,1290000000,66.827942,6.392926,1.968194,0.97,2000
4256,SH,600777,新潮能源,石油行业,2000-01-04,8.77,9.15,8.77,9.01,8.84,71640,643623,0.17805,1681261549.06,362526360,44.725573,5.45204,5.726178,1.09,2000
4257,SH,600778,友好集团,商业百货,2000-01-04,7.58,7.86,7.58,7.78,7.86,562904,4355162,0.546159,1996655310,801853044.32,42.3966,4.170859,2.428524,0.72,2000
4258,SH,600779,水井坊,酿酒行业,2000-01-04,21.5,23.48,21.5,22.95,22.33,906904,20726064,1.018943,6235246530.9,2042650612.8,59.017,15.509761,8.757022,1.66,2000
4259,SH,600780,通宝能源,电力行业,2000-01-04,6.71,6.91,6.65,6.9,6.78,580315,3959102,0.620294,1488292822.8,645528609.9,30.451437,5.04624,6.05592,0.7,2000
4260,SH,600781,退市辅仁,化学制药,2000-01-04,11.33,11.75,11.08,11.75,11.49,99141,1134529,0.293973,1391144105.25,396262875,157.24202,4.017779,3.510725,0.41,2000
4261,SH,600782,新钢股份,钢铁行业,2000-01-04,10.11,10.48,10.1,10.37,10.18,119296,1234050,0.340169,1252309551.58,363671544.6,53.811029,7.80274,7.706554,1.09,2000
4262,SH,600783,鲁信创投,非金属材料,2000-01-04,9,9.12,8.79,8.95,9,453169,4075701,0.6983,1810396155,580819200,27.823773,4.857697,5.870216,1.01,2000
4263,SH,600784,XD鲁银投,化学原料,2000-01-04,8.41,8.77,8.24,8.66,8.4,2742047,23269622,1.755618,1777138440.06,1352579601.86,38.401765,3.197088,11.157926,0.7,2000
